Store_ID,Store_Name,Brand_Name,Store_Type,City,City_Tier,Product_Name,Category,Sub_Category,Product_Stage,Quantity_Available,Units_Sold,Unit_Price,Cost_Price,Revenue,Profit_Margin,Average_Order_Value,Inventory_Turnover,Days_of_Stock,Customer_Segment,Sales_Channel,Payment_Method,Supplier,Supplier_Rating,Promotion_Type,Promotion_Impact,Max_Discount_Offered,Return_Rate,Return_Reason,Customer_Satisfaction,Online_Rating,Review_Count,Sales_Rep_Experience,Sales_Rep_Rating,Market_Share,Competition_Level,Competitor_Count,Brand_Loyalty,Brand_Awareness,Price_Competitiveness,Weather_Impact,Delivery_Time,Shipping_Cost,Month,Year,Quarter,Season
BX_DELHI_033,BrandX_India Trends Delhi,BrandX_India,Express,Delhi,Metro,H&M Cotton Tee,Clothes,T-Shirts,Declining,132,36,1564,1185,56304,24.23,1984,3.27,110,Budget,BrandX_India Store,EMI,BrandX_India Brand Partners,NaN,BOGO,23.2,43,6.7,Damaged,4.1,4,274,2,3.6,19.5,High,15,77.1,84.6,Competitive,Medium,1,134,9,2023,Q3,Monsoon
BX_BANGALORE_006,BrandX_India Mobile Bangalore,BrandX_India,Street Store,Bangalore,Metro,Mi Power Bank,Gadgets,Power Banks,Growing,71,31,1744,1325,54064,24.03,2432,5.24,69,Mid-Range,BrandX_India Social Commerce,Card,BrandX_India Brand Partners,NaN,No Promotion,0,0,5.7,Defective,4.3,5,339,2,4.8,12.7,High,18,82.1,89.7,Competitive,Low,6,145,9,2023,Q3,Monsoon
BX_HYDERABAD_084,BrandX_India Trends Hyderabad,BrandX_India,Street Store,Hyderabad,Metro,Adidas Hoodie,Clothes,Jackets,Mature,80,37,3372,2538,124764,24.73,3610,5.55,65,Luxury,BrandX_India Phone Order,Credit,BrandX_India Direct Import,NaN,BOGO,31.4,38,3.6,Changed Mind,4.1,3.8,260,2,4.4,19.9,High,23,76.9,88,Competitive,Medium,1,142,9,2023,Q3,Monsoon
BX_CHENNAI_055,BrandX_India Accessories Chennai,BrandX_India,Street Store,Chennai,Metro,Samsung Galaxy Watch,Gadgets,Smart Watches,Declining,139,12,31775,25331,381300,20.28,44846,1.04,348,Premium,BrandX_India Phone Order,Wallet,BrandX_India E-commerce Hub,NaN,Festival Offer,31.5,13,5.9,Damaged,3.8,4.1,306,9,4.3,14.1,Very High,19,98.1,89.6,Aggressive,Low,2,121,9,2023,Q3,Monsoon
BX_SURAT_082,BrandX_India Trends Surat,BrandX_India,Mall Store,Surat,Tier2,Pepe Jeans,Clothes,Jeans,New Launch,182,18,3572,2734,64296,23.46,4029,1.19,303,Premium,BrandX_India Phone Order,Credit,BrandX_India Wholesale,NaN,Flash Sale,26.7,28,0,No Return,3.9,4.4,256,10,3.6,4,Low,8,88.1,69.8,Standard,Medium,2,121,9,2023,Q3,Monsoon
BX_NAGPUR_005,BrandX_India Gadget Zone Nagpur,BrandX_India,Online Hub,Nagpur,Tier2,Dell XPS 13,Electronics,Laptops,New Launch,188,8,91097,71140,728776,21.91,100481,0.51,705,Mid-Range,BrandX_India Phone Order,Credit,BrandX_India E-commerce Hub,NaN,No Promotion,0,0,1.9,Defective,3.8,4.8,106,1,4.3,11.6,Medium,4,71.7,64.7,Standard,Low,1,278,9,2023,Q3,Monsoon
BX_DELHI_078,BrandX_India Apparel Delhi,BrandX_India,Street Store,Delhi,Metro,H&M Cotton Tee,Clothes,T-Shirts,New Launch,110,52,1079,784,56108,27.34,1445,5.67,63,Budget,BrandX_India App,Wallet,BrandX_India Wholesale,NaN,Clearance,13.2,19,0.8,Defective,3.8,4.4,220,3,4.8,18.4,Very High,25,76.8,87.4,Aggressive,Medium,2,118,9,2023,Q3,Monsoon
BX_BHOPAL_095,BrandX_India Mobile Bhopal,BrandX_India,Online Hub,Bhopal,Tier2,Apple Watch Series 8,Gadgets,Smart Watches,Declining,224,36,44948,34088,1618128,24.16,46406,1.93,187,Premium,BrandX_India App,UPI,BrandX_India Local Sourcing,NaN,Flash Sale,15.9,46,0.2,Changed Mind,4.5,4.4,397,9,3.9,6.6,Medium,3,87.1,64.3,Standard,Low,7,93,9,2023,Q3,Monsoon
BX_HYDERABAD_086,BrandX_India Electronics Hyderabad,BrandX_India,Express,Hyderabad,Metro,HP Pavilion,Electronics,Laptops,Mature,122,9,55308,40498,497772,26.78,61741,0.89,407,Premium,BrandX_India Online,Wallet,BrandX_India E-commerce Hub,NaN,Flash Sale,32.9,14,2.3,Poor Quality,4.4,4.1,65,6,4.2,20.7,High,16,90.5,80.2,Competitive,Low,7,266,9,2023,Q3,Monsoon
BX_MUMBAI_024,BrandX_India Superstore Mumbai,BrandX_India,Express,Mumbai,Metro,White Sugar 1kg,Groceries,Sugar,Discontinued,233,98,46,34,4508,26.09,64,5.05,71,Luxury,BrandX_India Phone Order,UPI,BrandX_India Direct Import,NaN,No Promotion,0,0,4.5,Defective,3.6,4.8,442,2,3.7,11.5,Very High,15,81.8,81.3,Aggressive,Low,5,101,9,2023,Q3,Monsoon
BX_CHENNAI_030,BrandX_India Superstore Chennai,BrandX_India,Online Hub,Chennai,Metro,Toor Dal 1kg,Groceries,Dal,Declining,226,82,235,183,19270,22.13,296,4.35,83,Premium,BrandX_India Online,Credit,BrandX_India Local Sourcing,NaN,BOGO,40,32,4.7,Wrong Size,4.1,4,214,4,4.8,12.5,High,24,95.2,83.6,Competitive,Low,4,87,9,2023,Q3,Monsoon
BX_CHENNAI_007,BrandX_India Gadget Zone Chennai,BrandX_India,Mall Store,Chennai,Metro,Samsung Tab S8,Electronics,Tablets,Mature,154,42,56250,46158,2362500,17.94,67117,3.27,110,Luxury,BrandX_India Online,Wallet,BrandX_India E-commerce Hub,NaN,Flash Sale,21.2,21,0.3,Wrong Size,4.6,4.6,436,3,4.4,26.2,High,15,82.7,81.3,Competitive,Low,7,185,9,2023,Q3,Monsoon
BX_MUMBAI_055,BrandX_India Home Mumbai,BrandX_India,Express,Mumbai,Metro,LG 28L Convection,Home Appliances,Microwaves,Mature,179,57,14867,11131,847419,25.13,19630,3.82,94,Mid-Range,BrandX_India Online,UPI,BrandX_India E-commerce Hub,NaN,Clearance,15,7,7.2,Wrong Size,4.1,3.8,38,9,4.7,16.6,Very High,20,78.6,84.9,Aggressive,Low,2,552,9,2023,Q3,Monsoon
BX_MUMBAI_096,BrandX_India Accessories Mumbai,BrandX_India,Mall Store,Mumbai,Metro,Xbox Series X,Gadgets,Gaming Consoles,Declining,163,9,56290,41185,506610,26.83,70405,0.66,543,Mid-Range,BrandX_India App,Credit,BrandX_India Local Sourcing,NaN,BOGO,25.7,44,0.6,Damaged,4.3,4.5,189,3,4.2,18,Very High,24,83.9,87.7,Aggressive,Low,1,73,9,2023,Q3,Monsoon
BX_DELHI_071,BrandX_India Gadget Zone Delhi,BrandX_India,Online Hub,Delhi,Metro,Samsung Galaxy S23,Electronics,Smartphones,Growing,146,17,81527,60313,1385959,26.02,84118,1.4,258,Premium,BrandX_India Online,Wallet,BrandX_India Wholesale,NaN,BOGO,20.8,10,3,Defective,4.6,4.9,330,3,4.7,29.7,High,24,96.9,80.4,Competitive,Low,5,197,9,2023,Q3,Monsoon
BX_CHENNAI_096,BrandX_India Digital Chennai,BrandX_India,Express,Chennai,Metro,Sony WH-1000XM5,Electronics,Headphones,Growing,232,47,28318,23811,1330946,15.92,29298,2.43,148,Budget,BrandX_India App,Card,BrandX_India E-commerce Hub,NaN,BOGO,31.6,21,2.3,Wrong Size,4.4,4.9,109,7,3.6,20.3,Very High,22,76.6,82.6,Aggressive,Low,4,220,9,2023,Q3,Monsoon
BX_DELHI_057,BrandX_India Superstore Delhi,BrandX_India,Express,Delhi,Metro,Brown Rice 1kg,Groceries,Rice,Growing,192,99,172,143,17028,16.86,180,6.19,58,Premium,BrandX_India Phone Order,Card,BrandX_India Local Sourcing,NaN,No Promotion,0,0,4.1,Poor Quality,4.2,4.8,183,3,3.5,16.3,Very High,19,92.6,88.8,Aggressive,Low,6,139,9,2023,Q3,Monsoon
BX_AHMEDABAD_011,BrandX_India Digital Ahmedabad,BrandX_India,Street Store,Ahmedabad,Tier1,AirPods Pro,Electronics,Headphones,Growing,203,38,22278,17807,846564,20.07,29657,2.25,160,Luxury,BrandX_India Social Commerce,Wallet,BrandX_India Direct Import,NaN,Flash Sale,21.4,31,5.7,Defective,4.1,4.6,26,6,4.8,16.4,High,15,73.2,77.6,Competitive,Low,7,205,9,2023,Q3,Monsoon
BX_PUNE_022,BrandX_India Comfort Pune,BrandX_India,Mall Store,Pune,Tier1,Samsung Side by Side,Home Appliances,Refrigerators,Declining,98,37,75672,57662,2799864,23.8,88705,4.53,79,Premium,BrandX_India Phone Order,Credit,BrandX_India Direct Import,NaN,Clearance,16,25,3.6,Damaged,4.1,4.8,368,10,4.9,10.5,High,15,90.2,74.9,Competitive,Low,6,743,9,2023,Q3,Monsoon
BX_HYDERABAD_074,BrandX_India Superstore Hyderabad,BrandX_India,Street Store,Hyderabad,Metro,Brown Rice 1kg,Groceries,Rice,Growing,201,109,167,131,18203,21.56,199,6.51,55,Mid-Range,BrandX_India Online,Cash,BrandX_India Wholesale,NaN,BOGO,36.4,27,5.9,Defective,4.2,4.1,94,2,4.4,11.3,High,17,82.6,84,Competitive,Low,3,81,9,2023,Q3,Monsoon
BX_HYDERABAD_036,BrandX_India Electronics Hyderabad,BrandX_India,Mall Store,Hyderabad,Metro,iPad Pro,Electronics,Tablets,Mature,116,38,88600,66764,3366800,24.65,93169,3.93,92,Premium,BrandX_India Social Commerce,Credit,BrandX_India Direct Import,NaN,No Promotion,0,0,3.3,Changed Mind,4.5,4,441,1,3.9,24.8,High,24,91.6,85.8,Competitive,Low,6,245,9,2023,Q3,Monsoon
BX_BANGALORE_012,BrandX_India Tech Hub Bangalore,BrandX_India,Online Hub,Bangalore,Metro,MacBook Air M2,Electronics,Laptops,Discontinued,93,56,123740,90793,6929440,26.63,167263,7.23,50,Luxury,BrandX_India Social Commerce,Wallet,BrandX_India E-commerce Hub,NaN,BOGO,33.4,47,4.4,Damaged,4.8,4.3,215,2,4.4,25.3,High,20,78.5,85.9,Competitive,Low,6,183,9,2023,Q3,Monsoon
BX_BANGALORE_028,BrandX_India Tech Hub Bangalore,BrandX_India,Mall Store,Bangalore,Metro,Dell XPS 13,Electronics,Laptops,Growing,56,20,112265,85402,2245300,23.93,159868,4.29,84,Mid-Range,BrandX_India Social Commerce,EMI,BrandX_India Direct Import,NaN,Clearance,21,47,6.7,Defective,4.4,5,452,3,4.3,20.1,Very High,15,84.4,86.6,Aggressive,Low,1,292,9,2023,Q3,Monsoon
BX_HYDERABAD_069,BrandX_India Home Hyderabad,BrandX_India,Flagship,Hyderabad,Metro,Bosch 6kg Top Load,Home Appliances,Washing Machines,Mature,75,17,29414,24081,500038,18.13,31382,2.72,132,Budget,BrandX_India Store,Wallet,BrandX_India Local Sourcing,NaN,Discount,20,29,4.2,Defective,4,3.9,350,4,5,19.2,High,17,83.2,85.7,Competitive,Low,1,395,9,2023,Q3,Monsoon
BX_PUNE_023,BrandX_India Apparel Pune,BrandX_India,Mall Store,Pune,Tier1,Zara Casual Shirt,Clothes,T-Shirts,Mature,94,32,2496,1872,79872,25,3299,4.09,88,Budget,BrandX_India Social Commerce,Cash,BrandX_India Brand Partners,NaN,Festival Offer,31.8,46,1.1,Damaged,4.5,4.7,354,8,3.8,19.8,High,14,73.1,81.1,Competitive,Medium,1,124,9,2023,Q3,Monsoon
BX_HYDERABAD_019,BrandX_India Style Hyderabad,BrandX_India,Online Hub,Hyderabad,Metro,Pepe Jeans,Clothes,Jeans,Growing,221,32,3499,2536,111968,27.52,5199,1.74,207,Budget,BrandX_India Social Commerce,EMI,BrandX_India Direct Import,NaN,Discount,27.9,49,4.5,Changed Mind,4.5,4.2,371,3,4.8,12.8,Very High,25,81.1,85,Aggressive,Medium,1,103,9,2023,Q3,Monsoon
BX_DELHI_064,BrandX_India Daily Delhi,BrandX_India,Online Hub,Delhi,Metro,Green Tea 100g,Groceries,Tea,Declining,224,43,440,323,18920,26.59,504,2.3,156,Premium,BrandX_India Online,Wallet,BrandX_India Brand Partners,NaN,No Promotion,0,0,7.4,Defective,3.9,4,388,8,3.6,13.8,Very High,16,99.6,83.4,Aggressive,Low,6,112,9,2023,Q3,Monsoon
BX_CHENNAI_059,BrandX_India Express Chennai,BrandX_India,Flagship,Chennai,Metro,Basmati Rice 5kg,Groceries,Rice,Growing,163,44,493,397,21692,19.47,559,3.24,111,Mid-Range,BrandX_India App,Wallet,BrandX_India Wholesale,NaN,BOGO,39.2,16,7.8,Changed Mind,3.7,4.6,187,4,3.9,12.9,High,19,76,87.8,Competitive,Low,5,77,9,2023,Q3,Monsoon
BX_VISAKHAPATNAM_070,BrandX_India Fashion Visakhapatnam,BrandX_India,Mall Store,Visakhapatnam,Tier2,Adidas Hoodie,Clothes,Jackets,Growing,154,38,2954,2140,112252,27.56,3273,2.96,122,Luxury,BrandX_India Online,Wallet,BrandX_India E-commerce Hub,NaN,Flash Sale,29.3,40,4,Poor Quality,4.4,3.9,207,10,3.5,4,Low,3,70.1,67.2,Standard,Medium,4,143,9,2023,Q3,Monsoon
BX_HYDERABAD_078,BrandX_India Tech Hub Hyderabad,BrandX_India,Online Hub,Hyderabad,Metro,Sony Bravia 43Inch,Electronics,Smart TVs,Mature,82,17,68910,58217,1171470,15.52,92960,2.49,145,Luxury,BrandX_India Store,Cash,BrandX_India Local Sourcing,NaN,Discount,24.1,47,6.2,Defective,4.7,4.3,406,5,4.3,22.6,Very High,24,80.4,80.7,Aggressive,Low,1,152,9,2023,Q3,Monsoon
BX_PUNE_058,BrandX_India Style Pune,BrandX_India,Online Hub,Pune,Tier1,Levi's T-Shirt,Clothes,T-Shirts,Mature,189,33,1248,926,41184,25.8,1363,2.1,172,Luxury,BrandX_India App,Wallet,BrandX_India Local Sourcing,NaN,Festival Offer,10.8,18,0.3,Poor Quality,4.2,4.9,200,9,4,14.8,High,15,74.1,78.4,Competitive,Medium,7,68,9,2023,Q3,Monsoon
BX_DELHI_027,BrandX_India Apparel Delhi,BrandX_India,Mall Store,Delhi,Metro,Adidas Ultraboost,Clothes,Shoes,New Launch,81,11,10814,8067,118954,25.4,12768,1.63,221,Mid-Range,BrandX_India Phone Order,UPI,BrandX_India E-commerce Hub,NaN,Discount,15.6,7,5.7,Changed Mind,4.1,4,138,4,4.9,10.4,Very High,17,81,83.8,Aggressive,Medium,1,73,9,2023,Q3,Monsoon
BX_HYDERABAD_081,BrandX_India Daily Hyderabad,BrandX_India,Express,Hyderabad,Metro,Brown Rice 1kg,Groceries,Rice,Discontinued,89,33,185,152,6105,17.84,205,4.45,81,Budget,BrandX_India Online,Cash,BrandX_India Brand Partners,NaN,Flash Sale,27.2,10,7.4,Poor Quality,4.2,4.4,128,1,3.5,16.8,High,24,76,86.7,Competitive,Low,2,139,9,2023,Q3,Monsoon
BX_BANGALORE_052,BrandX_India Fashion Bangalore,BrandX_India,Mall Store,Bangalore,Metro,Levi's 511 Jeans,Clothes,Jeans,Growing,144,51,5145,4291,262395,16.6,6622,4.25,85,Luxury,BrandX_India Store,Card,BrandX_India Local Sourcing,NaN,Flash Sale,23.3,31,5.9,Poor Quality,4.1,4.9,485,1,4,18.8,Very High,15,76.5,82.4,Aggressive,Medium,3,59,9,2023,Q3,Monsoon
BX_HYDERABAD_035,BrandX_India Electronics Hyderabad,BrandX_India,Street Store,Hyderabad,Metro,AirPods Pro,Electronics,Headphones,Declining,131,40,25935,20159,1037400,22.27,33193,3.66,98,Mid-Range,BrandX_India App,UPI,BrandX_India Wholesale,NaN,No Promotion,0,0,0.9,Poor Quality,4.6,4.7,28,5,4.7,26.9,High,25,80,85.1,Competitive,Low,7,134,9,2023,Q3,Monsoon
BX_DELHI_037,BrandX_India Electronics Delhi,BrandX_India,Flagship,Delhi,Metro,MacBook Air M2,Electronics,Laptops,Mature,194,20,113988,95423,2279760,16.29,133562,1.24,291,Premium,BrandX_India App,Credit,BrandX_India Brand Partners,NaN,Flash Sale,34.8,47,3.8,Wrong Size,4.9,4,272,10,4.8,20.9,Very High,24,93.9,85.5,Aggressive,Low,7,208,9,2023,Q3,Monsoon
BX_SURAT_019,BrandX_India Fashion Surat,BrandX_India,Mall Store,Surat,Tier2,Zara Evening Dress,Clothes,Dresses,New Launch,134,21,4200,3198,88200,23.86,5956,1.88,191,Premium,BrandX_India Social Commerce,Cash,BrandX_India Wholesale,NaN,Discount,22.6,14,7.3,Changed Mind,4.2,4.9,92,1,4.3,7.9,Low,4,89,61.4,Standard,Medium,1,64,9,2023,Q3,Monsoon
BX_HYDERABAD_067,BrandX_India Smart Hyderabad,BrandX_India,Express,Hyderabad,Metro,JBL Charge 5,Gadgets,Bluetooth Speakers,Declining,74,14,12199,10179,170786,16.56,17067,2.27,159,Budget,BrandX_India Social Commerce,EMI,BrandX_India Direct Import,NaN,Discount,14.2,37,7.1,Defective,4,4.1,62,1,4.4,17.2,Very High,19,75.9,85.2,Aggressive,Low,1,150,9,2023,Q3,Monsoon
BX_AHMEDABAD_093,BrandX_India Digital Ahmedabad,BrandX_India,Mall Store,Ahmedabad,Tier1,LG OLED 55Inch,Electronics,Smart TVs,Discontinued,160,35,104465,75811,3656275,27.43,144931,2.63,137,Mid-Range,BrandX_India Phone Order,UPI,BrandX_India Wholesale,NaN,No Promotion,0,0,1.3,Wrong Size,4.1,3.9,457,7,3.9,15.6,High,8,73.4,82.9,Competitive,Low,1,296,9,2023,Q3,Monsoon
BX_PUNE_089,BrandX_India Home Pune,BrandX_India,Online Hub,Pune,Tier1,Blue Star 1 Ton,Home Appliances,Air Conditioners,Mature,149,50,33139,25420,1656950,23.29,46197,4.03,89,Premium,BrandX_India App,Card,BrandX_India E-commerce Hub,NaN,Discount,16.3,40,5.6,Defective,3.9,4.9,409,7,3.7,13.2,Medium,14,91.4,79.5,Standard,Low,3,265,9,2023,Q3,Monsoon
BX_DELHI_014,BrandX_India Tech Hub Delhi,BrandX_India,Express,Delhi,Metro,iPad Pro,Electronics,Tablets,Growing,214,16,77077,63881,1233232,17.12,100012,0.9,401,Budget,BrandX_India App,Card,BrandX_India Brand Partners,NaN,Flash Sale,20.2,12,5.8,Defective,4.9,4,456,1,4.5,24.8,Very High,21,82.2,87.7,Aggressive,Low,3,188,9,2023,Q3,Monsoon
BX_BANGALORE_054,BrandX_India Gadget Zone Bangalore,BrandX_India,Mall Store,Bangalore,Metro,iPhone 14,Electronics,Smartphones,New Launch,80,34,82422,59758,2802348,27.5,112790,5.1,71,Luxury,BrandX_India App,Credit,BrandX_India E-commerce Hub,NaN,Flash Sale,33.7,5,1.3,Defective,4.8,4.6,98,6,4.5,21.3,Very High,19,77.6,86.5,Aggressive,Low,5,126,9,2023,Q3,Monsoon
BX_MUMBAI_032,BrandX_India Fashion Mumbai,BrandX_India,Express,Mumbai,Metro,Zara Evening Dress,Clothes,Dresses,Declining,113,28,5712,4049,159936,29.11,8123,2.97,121,Premium,BrandX_India Online,Credit,BrandX_India Direct Import,NaN,Clearance,14.5,14,1.8,Damaged,4.4,4.6,79,8,4,14.8,High,25,98.9,89.7,Competitive,Medium,6,105,9,2023,Q3,Monsoon
BX_PUNE_042,BrandX_India Smart Pune,BrandX_India,Flagship,Pune,Tier1,Apple Watch Series 8,Gadgets,Smart Watches,Mature,104,50,47696,34759,2384800,27.12,51976,5.77,62,Mid-Range,BrandX_India Store,Wallet,BrandX_India Local Sourcing,NaN,Flash Sale,18.8,35,5,Defective,4.3,4.1,267,5,4.4,11.1,Medium,15,74.8,80.8,Standard,Low,7,75,9,2023,Q3,Monsoon
BX_BANGALORE_086,BrandX_India Smart Bangalore,BrandX_India,Mall Store,Bangalore,Metro,Sony Alpha a7 IV,Gadgets,Cameras,Mature,170,62,261129,186639,16189998,28.53,281301,4.38,82,Budget,BrandX_India Online,Card,BrandX_India E-commerce Hub,NaN,BOGO,18.6,41,1.2,Damaged,4.4,4.7,144,9,4.6,10.2,Very High,25,77.2,80.5,Aggressive,Low,7,128,9,2023,Q3,Monsoon
BX_BANGALORE_054,BrandX_India Comfort Bangalore,BrandX_India,Street Store,Bangalore,Metro,LG Double Door 260L,Home Appliances,Refrigerators,Declining,249,56,30386,21746,1701616,28.43,39506,2.7,133,Premium,BrandX_India Phone Order,Wallet,BrandX_India Wholesale,NaN,BOGO,33.9,39,4.6,Wrong Size,4.2,5,380,2,3.5,10.9,Very High,16,99.4,80.6,Aggressive,Low,3,576,9,2023,Q3,Monsoon
BX_JAIPUR_042,BrandX_India Connect Jaipur,BrandX_India,Street Store,Jaipur,Tier2,Apple Watch Series 8,Gadgets,Smart Watches,Discontinued,143,27,44695,36219,1206765,18.96,52127,2.27,159,Mid-Range,BrandX_India Phone Order,UPI,BrandX_India Wholesale,NaN,No Promotion,0,0,7.9,Wrong Size,4.3,3.9,457,7,3.7,9.3,Low,3,76.6,63.5,Standard,Low,1,149,9,2023,Q3,Monsoon
BX_AHMEDABAD_086,BrandX_India Digital Ahmedabad,BrandX_India,Street Store,Ahmedabad,Tier1,Samsung Galaxy S23,Electronics,Smartphones,Mature,72,16,72083,57663,1153328,20,99361,2.67,135,Premium,BrandX_India Social Commerce,Cash,BrandX_India Brand Partners,NaN,Clearance,29.7,48,6.5,Poor Quality,4.5,4,118,8,4.7,18.6,High,11,87.6,75.5,Competitive,Low,1,111,9,2023,Q3,Monsoon
BX_DELHI_062,BrandX_India Trends Delhi,BrandX_India,Express,Delhi,Metro,Nike Air Max,Clothes,Shoes,Discontinued,71,36,7933,6675,285588,15.86,10492,6.08,59,Budget,BrandX_India Store,Credit,BrandX_India Local Sourcing,NaN,BOGO,33.2,14,7.7,Wrong Size,4,4.2,235,7,4.6,12.7,High,22,77.9,80.3,Competitive,Medium,3,104,9,2023,Q3,Monsoon
BX_MUMBAI_033,BrandX_India Express Mumbai,BrandX_India,Flagship,Mumbai,Metro,Brown Sugar 500g,Groceries,Sugar,Mature,247,104,91,74,9464,18.68,106,5.05,71,Mid-Range,BrandX_India Phone Order,Wallet,BrandX_India Direct Import,NaN,BOGO,26,9,5.7,Defective,4.4,3.9,168,7,3.7,13.4,Very High,16,79,85.9,Aggressive,Low,5,58,9,2023,Q3,Monsoon
BX_BANGALORE_075,BrandX_India Accessories Bangalore,BrandX_India,Online Hub,Bangalore,Metro,Xbox Series X,Gadgets,Gaming Consoles,Growing,197,64,50241,42558,3215424,15.29,70063,3.9,92,Premium,BrandX_India Social Commerce,Cash,BrandX_India Direct Import,NaN,Flash Sale,20.1,19,2.7,Defective,4.5,5,285,8,4.8,19.4,Very High,18,91.5,81.3,Aggressive,Low,5,114,9,2023,Q3,Monsoon
BX_BANGALORE_087,BrandX_India Tech Hub Bangalore,BrandX_India,Online Hub,Bangalore,Metro,HP Pavilion,Electronics,Laptops,Mature,256,62,69534,50213,4311108,27.79,91578,2.91,124,Budget,BrandX_India Social Commerce,Wallet,BrandX_India Local Sourcing,NaN,Flash Sale,35.1,29,0.1,Changed Mind,4.9,4.1,356,4,4.2,27.9,Very High,17,80.6,86.5,Aggressive,Low,1,191,9,2023,Q3,Monsoon
BX_BANGALORE_079,BrandX_India Smart Bangalore,BrandX_India,Mall Store,Bangalore,Metro,PlayStation 5,Gadgets,Gaming Consoles,Growing,142,20,53942,39854,1078840,26.12,55442,1.69,213,Budget,BrandX_India Online,EMI,BrandX_India E-commerce Hub,NaN,BOGO,10.8,7,5.6,Damaged,4.1,3.8,65,6,3.9,15.8,Very High,21,80,89.7,Aggressive,Low,6,84,9,2023,Q3,Monsoon
BX_MUMBAI_067,BrandX_India Gadget Zone Mumbai,BrandX_India,Express,Mumbai,Metro,AirPods Pro,Electronics,Headphones,Growing,186,10,25379,19646,253790,22.59,27178,0.65,558,Mid-Range,BrandX_India Social Commerce,EMI,BrandX_India E-commerce Hub,NaN,Flash Sale,25.9,23,0.8,Changed Mind,4.2,4,486,8,4.4,29.3,Very High,19,79.2,85.7,Aggressive,Low,6,141,9,2023,Q3,Monsoon
BX_JAIPUR_024,BrandX_India Trends Jaipur,BrandX_India,Street Store,Jaipur,Tier2,Levi's T-Shirt,Clothes,T-Shirts,Growing,44,14,2018,1466,28252,27.35,3000,3.82,94,Luxury,BrandX_India App,UPI,BrandX_India Brand Partners,NaN,Clearance,17.4,7,1.6,Poor Quality,4,4.9,196,2,5,12.9,Low,7,75.4,63.4,Standard,Medium,5,102,9,2023,Q3,Monsoon
BX_BANGALORE_009,BrandX_India Fresh Bangalore,BrandX_India,Express,Bangalore,Metro,White Sugar 1kg,Groceries,Sugar,New Launch,300,114,47,39,5358,17.02,51,4.56,79,Premium,BrandX_India Store,Card,BrandX_India E-commerce Hub,NaN,No Promotion,0,0,6.1,Changed Mind,3.8,4.1,236,3,4.1,12.3,High,20,92.9,89.5,Competitive,Low,5,117,9,2023,Q3,Monsoon
BX_SURAT_097,BrandX_India Express Surat,BrandX_India,Mall Store,Surat,Tier2,White Sugar 1kg,Groceries,Sugar,Mature,189,25,40,33,1000,17.5,59,1.59,227,Luxury,BrandX_India App,Card,BrandX_India Local Sourcing,NaN,No Promotion,0,0,2.8,Defective,3.6,4.1,177,9,4.1,9.3,Medium,5,71.5,64.3,Standard,Low,5,106,9,2023,Q3,Monsoon
BX_DELHI_041,BrandX_India Home Delhi,BrandX_India,Street Store,Delhi,Metro,Kent Grand Plus,Home Appliances,Water Purifiers,Growing,196,17,21332,15635,362644,26.71,23923,1.04,346,Mid-Range,BrandX_India Store,Credit,BrandX_India Local Sourcing,NaN,Clearance,36.4,43,6.3,Changed Mind,4.1,4.1,80,4,4.6,15.2,High,23,77.3,87.3,Competitive,Low,1,270,9,2023,Q3,Monsoon
BX_CHENNAI_071,BrandX_India Electronics Chennai,BrandX_India,Flagship,Chennai,Metro,Dell XPS 13,Electronics,Laptops,Declining,244,61,97265,82645,5933165,15.03,126298,3,120,Budget,BrandX_India Store,Wallet,BrandX_India E-commerce Hub,NaN,No Promotion,0,0,4.3,Poor Quality,4.4,3.9,312,8,4.7,28.2,Very High,17,79.9,86.4,Aggressive,Low,1,145,9,2023,Q3,Monsoon
BX_CHENNAI_033,BrandX_India Digital Chennai,BrandX_India,Express,Chennai,Metro,Sony WH-1000XM5,Electronics,Headphones,Discontinued,76,53,38022,28868,2015166,24.08,46730,8.37,43,Premium,BrandX_India Social Commerce,Wallet,BrandX_India Brand Partners,NaN,Discount,10.6,33,0.6,Poor Quality,4.2,5,322,8,4.7,28.2,High,22,95.9,84.8,Competitive,Low,3,194,9,2023,Q3,Monsoon
BX_DELHI_092,BrandX_India Connect Delhi,BrandX_India,Online Hub,Delhi,Metro,Xbox Series X,Gadgets,Gaming Consoles,New Launch,65,27,54242,39969,1464534,26.31,79749,4.98,72,Premium,BrandX_India App,Cash,BrandX_India Local Sourcing,NaN,Clearance,20.5,35,6.4,Wrong Size,4.2,4.9,316,2,4.7,17.1,Very High,17,97.1,87.8,Aggressive,Low,2,114,9,2023,Q3,Monsoon
BX_BANGALORE_059,BrandX_India Tech Hub Bangalore,BrandX_India,Express,Bangalore,Metro,OnePlus 11,Electronics,Smartphones,Discontinued,45,16,71348,54074,1141568,24.21,94290,4.27,84,Budget,BrandX_India Online,Credit,BrandX_India Wholesale,NaN,BOGO,31.5,27,1.7,Wrong Size,4.3,3.9,153,7,4.2,23.5,Very High,24,80.6,85,Aggressive,Low,3,115,9,2023,Q3,Monsoon
